image_id,width,height,class,xmin,ymin,xmax,ymax,fold,bbox_area,nboxes
CANNES_TILES_512x512.1839.png,512,512,pool,55,212,95,299,2,139.20000000000002,1
CANNES_TILES_512x512.1839.png,512,512,pool,303,289,359,366,2,172.48000000000002,1
CANNES_TILES_512x512.1330.png,512,512,pool,431,416,460,464,1,55.680000000000014,1
CANNES_TILES_512x512.1571.png,512,512,pool,307,272,329,305,1,29.040000000000006,1
CANNES_TILES_512x512.1571.png,512,512,pool,29,407,42,422,1,7.800000000000001,1
CANNES_TILES_512x512.2114.png,512,512,pool,84,343,120,369,0,37.440000000000005,1
CANNES_TILES_512x512.2114.png,512,512,pool,301,135,334,151,0,21.120000000000005,1
CANNES_TILES_512x512.173.png,512,512,pool,36,155,93,200,2,102.60000000000001,1
CANNES_TILES_512x512.677.png,512,512,pool,216,433,245,479,0,53.360000000000014,1
CANNES_TILES_512x512.1680.png,512,512,pool,407,352,445,401,2,74.48,1
CANNES_TILES_512x512.75.png,512,512,pool,404,289,449,354,1,117.0,1
CANNES_TILES_512x512.75.png,512,512,pool,405,127,452,165,1,71.44000000000001,1
CANNES_TILES_512x512.75.png,512,512,pool,244,62,306,104,1,104.16000000000001,1
CANNES_TILES_512x512.1498.png,512,512,pool,32,220,62,242,0,26.400000000000002,1
CANNES_TILES_512x512.1498.png,512,512,pool,1,383,12,426,0,18.92,1
CANNES_TILES_512x512.271.png,512,512,pool,16,1,86,23,0,61.60000000000001,1
CANNES_TILES_512x512.580.png,512,512,pool,204,259,230,282,1,23.920000000000005,1
CANNES_TILES_512x512.313.png,512,512,pool,246,304,272,344,0,41.6,1
CANNES_TILES_512x512.313.png,512,512,pool,18,224,50,253,0,37.120000000000005,1
CANNES_TILES_512x512.313.png,512,512,pool,375,28,424,58,0,58.800000000000004,1
CANNES_TILES_512x512.740.png,512,512,pool,108,386,164,451,0,145.60000000000002,1
CANNES_TILES_512x512.1708.png,512,512,pool,144,1,201,30,1,66.12,1
CANNES_TILES_512x512.1708.png,512,512,pool,249,448,280,473,1,31.0,1
CANNES_TILES_512x512.1259.png,512,512,pool,452,14,495,44,1,51.599999999999994,1
CANNES_TILES_512x512.1259.png,512,512,pool,311,213,336,240,1,27.0,1
CANNES_TILES_512x512.36.png,512,512,pool,21,376,87,447,2,187.44000000000003,1
CANNES_TILES_512x512.1771.png,512,512,pool,275,180,305,206,2,31.200000000000003,1
CANNES_TILES_512x512.1771.png,512,512,pool,81,221,106,243,2,22.0,1
CANNES_TILES_512x512.472.png,512,512,pool,256,291,288,316,0,32.0,1
CANNES_TILES_512x512.472.png,512,512,pool,169,194,227,233,0,90.48000000000002,1
CANNES_TILES_512x512.472.png,512,512,pool,401,164,439,202,0,57.760000000000005,1
CANNES_TILES_512x512.472.png,512,512,pool,323,75,379,107,0,71.68,1
CANNES_TILES_512x512.142.png,512,512,pool,314,80,391,134,0,166.32000000000002,1
CANNES_TILES_512x512.142.png,512,512,pool,272,240,351,301,0,192.76000000000002,1
CANNES_TILES_512x512.142.png,512,512,pool,55,480,100,511,0,55.800000000000004,1
CANNES_TILES_512x512.142.png,512,512,pool,1,159,61,238,0,189.60000000000002,1
CANNES_TILES_512x512.793.png,512,512,pool,161,138,216,168,2,66.0,1
CANNES_TILES_512x512.793.png,512,512,pool,184,1,235,35,2,69.36000000000001,1
CANNES_TILES_512x512.793.png,512,512,pool,33,354,62,397,2,49.88,1
CANNES_TILES_512x512.793.png,512,512,pool,213,359,257,421,2,109.12000000000002,1
CANNES_TILES_512x512.793.png,512,512,pool,476,218,512,309,2,131.04,1
CANNES_TILES_512x512.1510.png,512,512,pool,269,177,311,204,2,45.36000000000001,1
CANNES_TILES_512x512.1510.png,512,512,pool,372,147,424,183,2,74.88000000000001,1
CANNES_TILES_512x512.1510.png,512,512,pool,305,323,354,351,2,54.88000000000001,1
CANNES_TILES_512x512.1510.png,512,512,pool,366,288,402,341,2,76.32000000000001,1
CANNES_TILES_512x512.1510.png,512,512,pool,481,357,512,412,2,68.2,1
CANNES_TILES_512x512.1510.png,512,512,pool,312,441,350,486,2,68.4,1
CANNES_TILES_512x512.109.png,512,512,pool,243,436,304,507,1,173.24000000000004,1
CANNES_TILES_512x512.109.png,512,512,pool,405,319,445,374,1,88.0,1
CANNES_TILES_512x512.109.png,512,512,pool,487,169,512,214,1,45.0,1
CANNES_TILES_512x512.2135.png,512,512,pool,475,405,512,433,1,41.440000000000005,1
CANNES_TILES_512x512.1009.png,512,512,pool,307,138,352,176,2,68.4,1
CANNES_TILES_512x512.1009.png,512,512,pool,105,138,164,190,2,122.72000000000001,1
CANNES_TILES_512x512.1009.png,512,512,pool,21,4,59,37,2,50.16000000000001,1
CANNES_TILES_512x512.371.png,512,512,pool,241,411,277,444,1,47.52,1
CANNES_TILES_512x512.371.png,512,512,pool,376,343,404,369,1,29.120000000000005,1
CANNES_TILES_512x512.371.png,512,512,pool,309,41,341,102,1,78.08000000000001,1
CANNES_TILES_512x512.1509.png,512,512,pool,59,243,105,272,0,53.360000000000014,1
CANNES_TILES_512x512.1509.png,512,512,pool,57,1,95,48,0,71.44000000000001,1
CANNES_TILES_512x512.1509.png,512,512,pool,434,484,463,512,0,32.480000000000004,1
CANNES_TILES_512x512.2062.png,512,512,pool,409,215,443,249,1,46.24000000000001,1
CANNES_TILES_512x512.2189.png,512,512,pool,345,1,400,51,1,110.0,1
CANNES_TILES_512x512.553.png,512,512,pool,79,403,135,461,0,129.92000000000002,1
CANNES_TILES_512x512.553.png,512,512,pool,121,178,159,211,0,50.16000000000001,1
CANNES_TILES_512x512.553.png,512,512,pool,53,68,120,137,0,184.92000000000002,1
CANNES_TILES_512x512.553.png,512,512,pool,191,89,250,138,0,115.64000000000001,1
CANNES_TILES_512x512.553.png,512,512,pool,280,182,334,233,0,110.16000000000003,1
CANNES_TILES_512x512.553.png,512,512,pool,404,77,454,129,0,104.0,1
CANNES_TILES_512x512.553.png,512,512,pool,481,142,512,208,0,81.84,1
CANNES_TILES_512x512.1618.png,512,512,pool,1,158,54,191,1,69.96000000000001,1
CANNES_TILES_512x512.1618.png,512,512,pool,162,472,188,487,1,15.600000000000001,1
CANNES_TILES_512x512.1206.png,512,512,pool,449,228,478,269,1,47.56000000000001,1
CANNES_TILES_512x512.1206.png,512,512,pool,59,24,112,71,1,99.64000000000001,1
CANNES_TILES_512x512.2077.png,512,512,pool,118,431,151,475,0,58.08000000000001,1
CANNES_TILES_512x512.2077.png,512,512,pool,230,412,260,440,0,33.6,1
CANNES_TILES_512x512.2077.png,512,512,pool,420,337,472,380,0,89.44,1
CANNES_TILES_512x512.2077.png,512,512,pool,257,214,294,259,0,66.60000000000001,1
CANNES_TILES_512x512.2077.png,512,512,pool,1,1,43,46,0,75.60000000000001,1
CANNES_TILES_512x512.2185.png,512,512,pool,303,129,371,169,1,108.80000000000001,1
CANNES_TILES_512x512.2185.png,512,512,pool,479,34,512,101,1,88.44000000000001,1
CANNES_TILES_512x512.1568.png,512,512,pool,134,462,171,502,2,59.2,1
CANNES_TILES_512x512.1568.png,512,512,pool,326,1,431,34,2,138.60000000000002,1
CANNES_TILES_512x512.1525.png,512,512,pool,55,181,76,202,0,17.64,1
CANNES_TILES_512x512.1525.png,512,512,pool,47,135,70,165,0,27.6,1
CANNES_TILES_512x512.1525.png,512,512,pool,379,55,402,82,0,24.840000000000003,1
CANNES_TILES_512x512.1380.png,512,512,pool,75,454,112,485,1,45.88,1
CANNES_TILES_512x512.163.png,512,512,pool,387,330,457,372,2,117.60000000000001,1
CANNES_TILES_512x512.163.png,512,512,pool,286,362,349,398,2,90.72000000000001,1
CANNES_TILES_512x512.583.png,512,512,pool,191,289,222,333,2,54.56000000000001,1
CANNES_TILES_512x512.583.png,512,512,pool,429,471,491,505,2,84.32000000000001,1
CANNES_TILES_512x512.583.png,512,512,pool,234,97,277,146,2,84.28,1
CANNES_TILES_512x512.583.png,512,512,pool,67,130,101,174,2,59.84000000000001,1
CANNES_TILES_512x512.583.png,512,512,pool,229,1,301,34,2,95.04,1
CANNES_TILES_512x512.1077.png,424,512,pool,177,200,231,250,0,108.0,1
CANNES_TILES_512x512.1221.png,512,512,pool,1,298,52,359,1,124.44000000000003,1
CANNES_TILES_512x512.1221.png,512,512,pool,177,158,242,193,1,91.0,1
CANNES_TILES_512x512.1221.png,512,512,pool,192,1,241,16,1,29.400000000000002,1
CANNES_TILES_512x512.430.png,512,512,pool,476,238,512,305,1,96.48,1
CANNES_TILES_512x512.430.png,512,512,pool,287,482,321,512,1,40.800000000000004,1
CANNES_TILES_512x512.301.png,512,512,pool,399,1,478,41,0,126.4,1
CANNES_TILES_512x512.753.png,512,512,pool,2,454,25,484,1,27.6,1
CANNES_TILES_512x512.753.png,512,512,pool,437,161,473,214,1,76.32000000000001,1
CANNES_TILES_512x512.981.png,512,512,pool,148,479,226,512,2,102.96000000000002,1
CANNES_TILES_512x512.1475.png,512,512,pool,106,210,149,261,0,87.72,1
CANNES_TILES_512x512.1475.png,512,512,pool,44,180,67,198,0,16.560000000000002,1
CANNES_TILES_512x512.777.png,512,512,pool,395,151,425,182,0,37.2,1
CANNES_TILES_512x512.1927.png,512,512,pool,136,324,166,374,2,60.0,1
CANNES_TILES_512x512.1927.png,512,512,pool,478,170,512,238,2,92.48000000000002,1
CANNES_TILES_512x512.1927.png,512,512,pool,222,459,249,505,2,49.68000000000001,1
CANNES_TILES_512x512.1927.png,512,512,pool,15,1,46,18,2,21.080000000000002,1
CANNES_TILES_512x512.1071.png,512,512,pool,249,350,293,393,1,75.68,1
CANNES_TILES_512x512.2118.png,512,512,pool,466,1,494,18,1,19.040000000000003,1
CANNES_TILES_512x512.1854.png,512,512,pool,128,88,150,102,0,12.320000000000002,1
CANNES_TILES_512x512.1829.png,512,512,pool,267,76,331,162,0,220.16,1
CANNES_TILES_512x512.1829.png,512,512,pool,5,181,58,238,0,120.84000000000002,1
CANNES_TILES_512x512.803.png,512,512,pool,50,10,135,55,1,153.0,1
CANNES_TILES_512x512.803.png,512,512,pool,1,365,33,417,1,66.56,1
CANNES_TILES_512x512.803.png,512,512,pool,421,1,483,23,1,54.56000000000001,1
CANNES_TILES_512x512.1672.png,512,512,pool,295,405,325,432,2,32.400000000000006,1
CANNES_TILES_512x512.1672.png,512,512,pool,349,193,402,230,2,78.44000000000001,1
CANNES_TILES_512x512.1611.png,512,512,pool,50,14,80,44,0,36.0,1
CANNES_TILES_512x512.1611.png,512,512,pool,143,1,175,25,0,30.720000000000006,1
CANNES_TILES_512x512.1897.png,512,512,pool,428,100,455,132,2,34.56,1
CANNES_TILES_512x512.167.png,512,512,pool,41,299,88,350,0,95.88000000000001,1
CANNES_TILES_512x512.167.png,512,512,pool,56,201,116,245,0,105.60000000000001,1
CANNES_TILES_512x512.167.png,512,512,pool,321,50,369,112,0,119.04000000000002,1
CANNES_TILES_512x512.167.png,512,512,pool,187,1,236,48,0,92.12,1
CANNES_TILES_512x512.167.png,512,512,pool,220,273,287,327,0,144.72000000000003,1
CANNES_TILES_512x512.167.png,512,512,pool,437,337,495,422,0,197.20000000000002,1
CANNES_TILES_512x512.167.png,512,512,pool,492,130,512,168,0,30.400000000000002,1
CANNES_TILES_512x512.1339.png,512,512,pool,428,398,447,422,1,18.240000000000006,1
CANNES_TILES_512x512.1400.png,512,512,pool,168,467,246,512,2,140.4,1
CANNES_TILES_512x512.814.png,512,512,pool,366,460,392,484,1,24.960000000000004,1
CANNES_TILES_512x512.814.png,512,512,pool,201,72,220,94,1,16.720000000000002,1
CANNES_TILES_512x512.1140.png,512,512,pool,117,66,152,123,0,79.8,1
CANNES_TILES_512x512.438.png,512,512,pool,199,282,267,375,0,252.96000000000004,1
CANNES_TILES_512x512.438.png,512,512,pool,384,431,431,493,0,116.56,1
CANNES_TILES_512x512.438.png,512,512,pool,2,94,37,136,0,58.800000000000004,1
CANNES_TILES_512x512.1450.png,512,512,pool,336,214,354,236,2,15.840000000000002,1
CANNES_TILES_512x512.2046.png,512,512,pool,366,355,432,389,1,89.76000000000002,1
CANNES_TILES_512x512.2046.png,512,512,pool,376,433,425,470,1,72.52000000000001,1
CANNES_TILES_512x512.1311.png,512,512,pool,54,124,118,152,0,71.68,1
CANNES_TILES_512x512.1311.png,512,512,pool,372,161,426,192,0,66.96000000000001,1
CANNES_TILES_512x512.1311.png,512,512,pool,440,8,466,46,0,39.52,1
CANNES_TILES_512x512.1260.png,512,512,pool,16,386,63,424,1,71.44000000000001,1
CANNES_TILES_512x512.1260.png,512,512,pool,134,366,168,395,1,39.44000000000001,1
CANNES_TILES_512x512.1260.png,512,512,pool,412,359,433,380,1,17.64,1
CANNES_TILES_512x512.1260.png,512,512,pool,290,138,316,164,1,27.040000000000003,1
CANNES_TILES_512x512.1260.png,512,512,pool,430,71,458,94,1,25.760000000000005,1
CANNES_TILES_512x512.510.png,512,512,pool,29,424,110,475,1,165.24,1
CANNES_TILES_512x512.510.png,512,512,pool,15,99,90,141,1,126.0,1
CANNES_TILES_512x512.510.png,512,512,pool,156,1,220,15,1,35.84,1
CANNES_TILES_512x512.1682.png,512,512,pool,170,329,229,388,1,139.24,1
CANNES_TILES_512x512.1682.png,512,512,pool,291,157,359,205,1,130.56000000000003,1
CANNES_TILES_512x512.1682.png,512,512,pool,465,451,512,494,1,80.84,1
CANNES_TILES_512x512.522.png,512,512,pool,85,227,145,268,0,98.4,1
CANNES_TILES_512x512.522.png,512,512,pool,92,159,131,206,0,73.32000000000001,1
CANNES_TILES_512x512.522.png,512,512,pool,1,96,31,177,0,97.19999999999999,1
CANNES_TILES_512x512.601.png,512,512,pool,415,238,462,278,1,75.2,1
CANNES_TILES_512x512.601.png,512,512,pool,329,158,374,198,1,72.0,1
CANNES_TILES_512x512.601.png,512,512,pool,428,60,484,105,1,100.80000000000001,1
CANNES_TILES_512x512.601.png,512,512,pool,246,438,299,503,1,137.8,1
CANNES_TILES_512x512.601.png,512,512,pool,1,73,62,126,1,129.32000000000002,1
CANNES_TILES_512x512.1448.png,512,512,pool,404,432,440,461,0,41.760000000000005,1
CANNES_TILES_512x512.1257.png,512,512,pool,313,74,358,143,1,124.2,1
CANNES_TILES_512x512.1257.png,512,512,pool,448,224,512,264,1,102.4,1
CANNES_TILES_512x512.1501.png,512,512,pool,88,192,109,210,2,15.120000000000001,1
CANNES_TILES_512x512.363.png,512,512,pool,16,197,66,232,0,70.0,1
CANNES_TILES_512x512.439.png,512,512,pool,182,344,231,381,1,72.52000000000001,1
CANNES_TILES_512x512.76.png,512,512,pool,421,323,475,370,2,101.52000000000001,1
CANNES_TILES_512x512.86.png,512,512,pool,1,401,68,481,2,214.4,1
CANNES_TILES_512x512.86.png,512,512,pool,255,305,310,352,2,103.4,1
CANNES_TILES_512x512.86.png,512,512,pool,462,82,512,161,2,158.0,1
CANNES_TILES_512x512.770.png,512,512,pool,188,455,235,511,0,105.28000000000002,1
CANNES_TILES_512x512.770.png,512,512,pool,353,259,381,297,0,42.56000000000001,1
CANNES_TILES_512x512.770.png,512,512,pool,414,116,455,169,0,86.92000000000002,1
CANNES_TILES_512x512.770.png,512,512,pool,470,449,512,499,0,84.0,1
CANNES_TILES_512x512.770.png,512,512,pool,413,1,452,16,0,23.400000000000002,1
CANNES_TILES_512x512.1394.png,512,512,pool,36,442,66,489,2,56.400000000000006,1
CANNES_TILES_512x512.180.png,512,512,pool,144,34,192,81,2,90.24000000000002,1
CANNES_TILES_512x512.189.png,512,512,pool,213,484,265,511,1,56.160000000000004,1
CANNES_TILES_512x512.189.png,512,512,pool,214,257,276,338,1,200.88,1
CANNES_TILES_512x512.189.png,512,512,pool,429,1,484,40,1,85.80000000000001,1
CANNES_TILES_512x512.189.png,512,512,pool,30,1,84,44,1,92.88,1
CANNES_TILES_512x512.189.png,512,512,pool,1,358,21,390,1,25.6,1
CANNES_TILES_512x512.823.png,512,512,pool,95,204,144,232,1,54.88000000000001,1
CANNES_TILES_512x512.1683.png,512,512,pool,107,168,173,204,2,95.04,1
CANNES_TILES_512x512.1683.png,512,512,pool,1,457,28,502,2,48.6,1
CANNES_TILES_512x512.1683.png,512,512,pool,405,233,453,295,2,119.04000000000002,1
CANNES_TILES_512x512.1267.png,512,512,pool,319,37,368,70,0,64.68,1
CANNES_TILES_512x512.2179.png,512,512,pool,53,183,86,217,2,44.88000000000001,1
CANNES_TILES_512x512.2179.png,512,512,pool,243,302,300,337,2,79.8,1
CANNES_TILES_512x512.1845.png,512,512,pool,32,154,59,204,2,54.0,1
CANNES_TILES_512x512.1845.png,512,512,pool,155,216,192,268,2,76.96000000000001,1
CANNES_TILES_512x512.1845.png,512,512,pool,274,173,311,197,2,35.52000000000001,1
CANNES_TILES_512x512.1845.png,512,512,pool,158,361,186,398,2,41.440000000000005,1
CANNES_TILES_512x512.1845.png,512,512,pool,357,445,382,471,2,26.0,1
CANNES_TILES_512x512.1845.png,512,512,pool,478,433,512,464,2,42.160000000000004,1
CANNES_TILES_512x512.1232.png,512,512,pool,49,488,79,512,2,28.800000000000004,1
CANNES_TILES_512x512.1232.png,512,512,pool,216,494,231,510,2,9.600000000000001,1
CANNES_TILES_512x512.1451.png,512,512,pool,9,434,33,460,0,24.960000000000004,1
CANNES_TILES_512x512.1451.png,512,512,pool,38,484,69,510,0,32.24,1
CANNES_TILES_512x512.67.png,512,512,pool,166,431,233,489,0,155.44000000000003,1
CANNES_TILES_512x512.67.png,512,512,pool,14,158,80,219,0,161.04000000000002,1
CANNES_TILES_512x512.67.png,512,512,pool,395,189,462,225,0,96.48,1
CANNES_TILES_512x512.67.png,512,512,pool,347,34,393,76,0,77.28000000000002,1
CANNES_TILES_512x512.67.png,512,512,pool,227,1,268,18,0,27.880000000000006,1
CANNES_TILES_512x512.700.png,512,512,pool,206,189,279,228,1,113.88000000000002,1
CANNES_TILES_512x512.700.png,512,512,pool,133,1,189,22,1,47.040000000000006,1
CANNES_TILES_512x512.700.png,512,512,pool,380,125,436,161,1,80.64000000000001,1
CANNES_TILES_512x512.1615.png,512,512,pool,35,389,93,433,1,102.08000000000003,1
CANNES_TILES_512x512.1456.png,512,512,pool,167,335,181,353,0,10.080000000000002,1
CANNES_TILES_512x512.490.png,512,512,pool,108,425,138,461,0,43.2,1
CANNES_TILES_512x512.2316.png,512,512,pool,444,96,476,118,0,28.160000000000004,1
CANNES_TILES_512x512.2316.png,512,512,pool,439,55,484,80,0,45.0,1
CANNES_TILES_512x512.136.png,512,512,pool,51,202,104,274,0,152.64000000000001,1
CANNES_TILES_512x512.136.png,512,512,pool,279,204,343,272,0,174.08000000000004,1
CANNES_TILES_512x512.994.png,512,512,pool,350,167,416,210,2,113.52000000000001,1
CANNES_TILES_512x512.994.png,512,512,pool,459,412,502,473,2,104.92,1
CANNES_TILES_512x512.994.png,512,512,pool,201,58,242,100,2,68.88000000000001,1
CANNES_TILES_512x512.994.png,512,512,pool,195,105,236,133,2,45.92000000000001,1
CANNES_TILES_512x512.994.png,512,512,pool,1,16,29,69,2,59.360000000000014,1
CANNES_TILES_512x512.708.png,512,512,pool,65,186,96,215,1,35.96000000000001,1
CANNES_TILES_512x512.708.png,512,512,pool,79,118,118,151,1,51.48000000000001,1
CANNES_TILES_512x512.1990.png,512,512,pool,330,155,396,219,2,168.96000000000004,1
CANNES_TILES_512x512.1055.png,512,512,pool,487,409,512,472,0,63.00000000000001,1
CANNES_TILES_512x512.255.png,512,512,pool,183,342,293,474,1,580.8000000000001,1
CANNES_TILES_512x512.255.png,512,512,pool,466,1,506,29,1,44.800000000000004,1
CANNES_TILES_512x512.908.png,512,512,pool,395,174,416,201,2,22.680000000000003,1
CANNES_TILES_512x512.908.png,512,512,pool,11,137,41,163,2,31.200000000000003,1
CANNES_TILES_512x512.1688.png,512,512,pool,10,425,28,447,2,15.840000000000002,1
CANNES_TILES_512x512.2095.png,512,512,pool,222,59,266,108,2,86.24000000000001,1
CANNES_TILES_512x512.415.png,512,512,pool,462,151,508,212,1,112.24000000000002,1
CANNES_TILES_512x512.778.png,512,512,pool,172,44,203,84,2,49.6,1
CANNES_TILES_512x512.1187.png,512,512,pool,427,69,480,105,0,76.32000000000001,1
CANNES_TILES_512x512.1074.png,512,512,pool,208,172,234,195,1,23.920000000000005,1
CANNES_TILES_512x512.864.png,512,512,pool,179,179,228,229,1,98.0,1
CANNES_TILES_512x512.864.png,512,512,pool,1,315,28,350,1,37.800000000000004,1
CANNES_TILES_512x512.864.png,512,512,pool,7,421,29,448,1,23.760000000000005,1
CANNES_TILES_512x512.864.png,512,512,pool,431,438,491,474,1,86.4,1
CANNES_TILES_512x512.378.png,512,512,pool,192,450,225,484,2,44.88000000000001,1
CANNES_TILES_512x512.487.png,512,512,pool,229,1,298,41,1,110.4,1
CANNES_TILES_512x512.487.png,512,512,pool,1,225,30,286,1,70.76000000000002,1
CANNES_TILES_512x512.487.png,512,512,pool,1,369,33,445,1,97.28000000000002,1
CANNES_TILES_512x512.1361.png,512,512,pool,145,32,207,88,1,138.88000000000002,1
CANNES_TILES_512x512.1361.png,512,512,pool,16,18,51,45,1,37.800000000000004,1
CANNES_TILES_512x512.1361.png,512,512,pool,70,380,89,402,1,16.720000000000002,1
CANNES_TILES_512x512.1750.png,512,512,pool,176,386,224,428,0,80.64000000000001,1
CANNES_TILES_512x512.1204.png,512,512,pool,416,194,447,222,1,34.720000000000006,1
CANNES_TILES_512x512.1204.png,512,512,pool,501,310,512,340,1,13.200000000000001,1
CANNES_TILES_512x512.1204.png,512,512,pool,173,307,208,332,1,35.0,1
CANNES_TILES_512x512.1207.png,512,512,pool,2,108,68,168,1,158.4,1
CANNES_TILES_512x512.722.png,512,512,pool,348,261,413,314,1,137.8,1
CANNES_TILES_512x512.722.png,512,512,pool,1,223,41,278,1,88.0,1
CANNES_TILES_512x512.2223.png,512,512,pool,319,39,398,72,0,104.28000000000002,1
CANNES_TILES_512x512.251.png,512,512,pool,412,301,462,379,0,156.0,1
CANNES_TILES_512x512.832.png,424,512,pool,28,117,71,168,1,87.72,1
CANNES_TILES_512x512.832.png,424,512,pool,100,123,132,164,1,52.48000000000001,1
CANNES_TILES_512x512.141.png,512,512,pool,454,427,509,466,1,85.80000000000001,1
CANNES_TILES_512x512.141.png,512,512,pool,383,481,429,511,1,55.2,1
CANNES_TILES_512x512.141.png,512,512,pool,473,177,512,225,1,74.88000000000002,1
CANNES_TILES_512x512.2186.png,512,512,pool,1,37,38,95,2,85.84000000000002,1
CANNES_TILES_512x512.150.png,512,512,pool,200,405,284,505,0,336.0,1
CANNES_TILES_512x512.252.png,512,512,pool,408,475,461,510,1,74.20000000000002,1
CANNES_TILES_512x512.1540.png,512,512,pool,43,1,79,39,2,54.720000000000006,1
CANNES_TILES_512x512.573.png,512,512,pool,1,115,29,146,2,34.720000000000006,1
CANNES_TILES_512x512.573.png,512,512,pool,11,65,45,96,2,42.160000000000004,1
CANNES_TILES_512x512.1674.png,512,512,pool,314,387,335,417,1,25.200000000000003,1
CANNES_TILES_512x512.211.png,512,512,pool,418,123,484,180,1,150.48000000000002,1
CANNES_TILES_512x512.211.png,512,512,pool,210,474,261,512,1,77.52000000000001,1
CANNES_TILES_512x512.211.png,512,512,pool,1,400,20,441,1,31.160000000000007,1
CANNES_TILES_512x512.1247.png,512,512,pool,122,357,142,383,1,20.8,1
CANNES_TILES_512x512.1849.png,512,512,pool,391,121,431,155,1,54.400000000000006,1
CANNES_TILES_512x512.862.png,512,512,pool,355,43,390,89,1,64.4,1
CANNES_TILES_512x512.588.png,512,512,pool,74,391,115,427,0,59.040000000000006,1
CANNES_TILES_512x512.2087.png,512,512,pool,315,269,367,334,1,135.20000000000002,1
CANNES_TILES_512x512.1802.png,512,512,pool,65,23,85,45,1,17.6,1
CANNES_TILES_512x512.1802.png,512,512,pool,402,483,456,512,1,62.640000000000015,1
CANNES_TILES_512x512.2014.png,512,512,pool,290,368,328,393,1,38.0,1
CANNES_TILES_512x512.804.png,512,512,pool,208,152,267,202,0,118.0,1
CANNES_TILES_512x512.804.png,512,512,pool,4,126,41,166,0,59.2,1
CANNES_TILES_512x512.804.png,512,512,pool,200,486,238,508,0,33.440000000000005,1
CANNES_TILES_512x512.1937.png,512,512,pool,171,481,248,509,1,86.24000000000001,1
CANNES_TILES_512x512.1937.png,512,512,pool,449,100,512,163,1,158.76000000000005,1
CANNES_TILES_512x512.1937.png,512,512,pool,390,451,429,504,1,82.68000000000002,1
CANNES_TILES_512x512.1937.png,512,512,pool,469,1,512,19,1,30.96,1
CANNES_TILES_512x512.1047.png,512,512,pool,86,310,158,351,2,118.08000000000001,1
CANNES_TILES_512x512.1047.png,512,512,pool,272,33,314,94,2,102.48000000000002,1
CANNES_TILES_512x512.1172.png,512,512,pool,59,75,77,93,0,12.96,1
CANNES_TILES_512x512.65.png,512,512,pool,1,189,59,247,1,134.56000000000003,1
CANNES_TILES_512x512.65.png,512,512,pool,163,91,223,155,1,153.60000000000002,1
CANNES_TILES_512x512.476.png,512,512,pool,100,155,164,199,2,112.64000000000001,1
CANNES_TILES_512x512.476.png,512,512,pool,456,162,502,207,2,82.80000000000001,1
CANNES_TILES_512x512.1969.png,512,512,pool,162,105,183,129,2,20.160000000000004,1
CANNES_TILES_512x512.1969.png,512,512,pool,358,200,378,221,2,16.8,1
